Computed,n,s,Avg. FLOPs,Cols Fetched,Avg. Linf Error,Time
Power,24,6,3.390471435683857,1.380211241711606,-5.972647364895778,-0.7541706410808591
Priority,24,6,3.18447848916984,1.380211241711606,-4.233939370711503,-0.9967170523517076
Bidir,24,6,3.4196460174780063,1.380211241711606,-4.426475982939355,-0.7618722616964582
Gauss,12,4,3.0695447703505216,1.0791812460476249,-15.653559774527022,-1.877538249243108
Power,12,4,3.007783327829426,1.0791812460476249,-5.659733468584027,-1.4831743791593393
Priority,12,4,2.847366978587994,1.0791812460476249,-4.343529505189352,-1.6277842925192183
Bidir,12,4,3.097691040361552,1.0791812460476249,-4.389676601233029,-1.3850382618266723
Gauss,4,6,1.933234128714808,0.6020599913279624,-15.954589770191005,-3.059772523313707
Power,4,6,2.5560008026086427,0.6020599913279624,-5.3440366337624505,-2.3427193317680333
Priority,4,6,2.443262987458695,0.6020599913279624,-4.344998590122656,-2.4418747696341474
