Computed,n,s,Avg. FLOPs,Cols Fetched,Avg. Linf Error,Time
Priority,19320,5,4.56922010744524,3.204779559802492,-4.214496337379642,2.649435186475652
Bidir,19320,5,4.885116834934472,3.261300725939134,-4.71049517957349,2.9506046629764
Power,18129,5,6.254967498073978,4.25837384896812,-6.817931278395227,2.826751134524721
Priority,18129,5,4.570318676931959,3.2093870469802663,-4.146014153674326,2.567598059511237
Bidir,18129,5,4.79175745596395,3.062205808819713,-4.693883654698414,2.866856199719508
Power,21107,5,6.320919403031977,4.324426510141732,-7.409741950353696,2.9625319878765013
Priority,21107,5,4.569395724888936,3.207389528910325,-4.1839738871500085,2.76673959373436
Bidir,21107,5,4.878915385782871,3.2458041933080044,-4.448890330054481,3.064260350954266
Power,19694,5,6.288604473077868,4.294333933583456,-7.530857701424392,2.891636879911571
Priority,19694,5,4.570884552371566,3.207842371624364,-4.18523529043977,2.6701648551851536
Bidir,19694,5,4.817902512467599,3.1146640472760296,-4.699721451741186,2.9725844209502688
Power,19758,5,6.292797131804483,4.295742981095551,-7.083556064103687,2.894662897955624
Priority,19758,5,4.571615410871874,3.20868560282142,-4.215736299523633,2.676589052169588
Bidir,19758,5,4.845929453427906,3.148294097434746,-4.6470159149940535,2.9756345384379177
Power,22756,5,6.350745105799897,4.357095925095734,-7.582532912640313,3.036646545807796
Priority,22756,5,4.569222236566762,3.206267629228852,-4.174570431374743,2.859746463490928
Bidir,22756,5,4.809186777475159,3.1072099696478683,-4.843639475434799,3.1579472922867984
Power,21110,5,6.317502803737214,4.324488233307656,-7.679735929037232,2.967577474955774
Priority,21110,5,4.568382553527559,3.2066725830007488,-4.143565724774139,2.772136658890316
Bidir,21110,5,4.850981474208406,3.1717397468223574,-4.686984862330463,3.069048665515273
Power,563,3,4.7166891498967365,2.7505083948513467,-5.806676479465339,1.1891327569278547
Priority,563,3,4.022019973924817,2.545560848734433,-4.003854623167522,0.3093806179467632
Bidir,563,3,4.326975695338675,2.574031267727719,-4.261537770301003,0.3612559058405914
Power,247,3,4.361176835931367,2.392696953259666,-6.315000964371402,0.3160773636212008
Priority,247,3,3.881944188552081,2.338294935732358,-3.9543676461934414,-0.1250931134433382
Bidir,247,3,4.136073226920692,2.305932054760977,-4.324441262984414,0.1090700840394718
Power,473,3,4.644144347172626,2.674861140737812,-6.6882588906062725,0.7838198110131026
Priority,473,3,3.9964425408327946,2.5047926813175208,-3.9938548956318978,0.0205754715800579
Bidir,473,3,4.328055398114721,2.5638244382207858,-4.393589854373135,0.3413170828721079
Power,2120,4,5.306145346546956,3.326335860928752,-6.474285294291724,1.4423106239401748
Priority,2120,4,4.344600719514806,2.940176223974614,-4.027747478258582,0.5154316593343509
Bidir,2120,4,4.559777043958108,2.7858504678186566,-4.50645391578191,0.8599056063992099
Power,163,3,4.183605296540228,2.212187604403958,-5.95643451144355,0.1325490559623679
Priority,163,3,3.77118610881299,2.1906345006799635,-3.910319244936676,-0.2186762874373951
Bidir,163,3,4.027697741408853,2.184154080086506,-4.323741949165928,0.0083700728753773
Power,199,3,4.261014537652186,2.298853076409707,-6.0981381543770015,0.2125414455949265
Priority,199,3,3.81854330169701,2.2613593322323977,-3.939123617497133,-0.1960848863363226
Bidir,199,3,4.181445714320516,2.296665190261532,-4.188695603231982,0.1434324577381813
Power,3737,4,5.55854921415746,3.572523097849637,-6.9306715953505424,1.7487934732708217
Priority,3737,4,4.3790281211282975,2.988101953648513,-4.065116287112932,0.904344845500042
Bidir,3737,4,4.64279037820952,2.939592298532828,-4.489378850416156,1.12447484536538
Power,187,3,4.24536792332978,2.271841606536499,-6.176448730820488,0.3865778286298951
Priority,187,3,3.809596109044231,2.235733125796847,-3.991808722221431,-0.182913801332115
Bidir,187,3,4.138719932572518,2.248702115308665,-4.31466576990966,0.1137314976672135
Power,472,3,4.638329487070778,2.673941998634088,-6.115502503702298,0.6228579450984443
Priority,472,3,4.0023036404662165,2.515176405819856,-3.92403979370326,0.0396410167173731
Bidir,472,3,4.227583634193925,2.440743415657753,-4.308654334811663,0.261521520944221
Power,1326,4,5.10730521559016,3.1225435240687545,-6.491169246804818,1.2997896394693778
Priority,1326,4,4.295698467916271,2.8691877011676428,-3.9815528308262977,0.4004929646175065
Bidir,1326,4,4.549870065277174,2.812512284289983,-4.201134849101893,0.6537894909746228
Power,2561,2,5.326123158445685,3.40840957846843,-5.825539418815168,1.4408677698465178
Priority,2561,2,3.7121485246138817,2.1993269844833643,-3.996879747973821,0.2505050907489841
Bidir,2561,2,4.002231403905087,2.246114100512268,-4.24146876715868,0.5846065702378714
Power,1554,2,5.114043729545847,3.191451014464896,-5.844519635271424,1.231597189750863
Priority,1554,2,3.706839350710685,2.1945837124571543,-4.057810769477826,-0.0599836025075148
Bidir,1554,2,3.7977832622355256,1.9355072658247128,-4.2865991199421325,0.1257183947578022
Power,553,2,4.674516336947884,2.7427251313046983,-5.6110491102638544,0.6539903746376531
Priority,553,2,3.677988114864317,2.150008165346822,-3.9176581814790006,-0.2542374517117317
Bidir,553,2,4.103206188049059,2.306672418318928,-4.349275976656952,0.1159880470155586
Power,223,2,4.2874458232623365,2.3483048630481607,-5.676445728255928,0.3035052375254234
Priority,223,2,3.609034561649873,2.051517541544732,-4.032082944988015,-0.1534520765180584
Bidir,223,2,3.905501244655543,2.121373491692943,-4.362715081941237,0.1246623159467248
Power,967,2,4.907758662968294,2.985426474083002,-6.063425335307514,0.932070951447418
Priority,967,2,3.6968199443660055,2.182136535329845,-4.02355664281345,-0.197602789685235
Bidir,967,2,3.930416067884498,2.102486478569414,-4.21305266439488,0.0204894494681778
Power,3327,2,5.429091968838426,3.5220528008688223,-6.050707278663466,1.7398207586945102
Priority,3327,2,3.700906236579892,2.189373896467226,-4.08129071296735,0.5970345695839883
Bidir,3327,2,3.932414363147633,2.12145574771572,-4.187804229885731,0.7712459735317815
Power,1775,2,5.170756836877434,3.249198357391113,-5.542227845703313,1.3229003749301598
Priority,1775,2,3.7060068861728257,2.195484523033764,-4.005533788532154,-0.0057324765308696
Bidir,1775,2,3.863915891680074,2.0184924534014725,-4.418068033193511,0.2182904856138838
Power,39,2,3.550514875400298,1.591064607026499,-5.703201568570885,-0.4630806812225295
Priority,39,2,3.250810204025982,1.5735346473398086,-4.03428012816466,-0.8404962697429348
Bidir,39,2,3.4962177545822164,1.587871250860149,-4.219762459787591,-0.5864119823028267
Power,683,2,4.763298185009779,2.8344207036815328,-6.032527063096712,0.7718122296061372
Priority,683,2,3.694843596142508,2.1746784343945453,-3.912166885686031,-0.010647234155146
Bidir,683,2,3.991861938883542,2.266991111023865,-4.499158759966182,0.2653703416579352
Power,385,2,4.52690388760856,2.585460729508501,-5.498788952922491,0.5295319361606466
Priority,385,2,3.656105770690029,2.122646939828716,-3.98902561268424,-0.3104662518482646
Bidir,385,2,4.019340433977807,2.244472441012872,-4.053693957011438,0.0148035062621416
Power,820,2,4.84071009476222,2.9138138523837167,-5.4788132824625055,0.876293921049677
Priority,820,2,3.6982210360860113,2.187593024920856,-4.0134412223786695,-0.0081755699433817
Bidir,820,2,3.9588749359409983,2.1891086366160954,-4.294232570879325,0.197663219132917
Power,345,2,4.470021877166772,2.537819095073274,-5.590456193362874,0.4334233916758392
Priority,345,2,3.625019861752164,2.088042782333901,-3.971641166438281,-0.3595471980010307
Bidir,345,2,3.914688250540797,2.123679745266483,-4.312909834571071,-0.0747832196569809
Power,28,2,3.388431087254364,1.4471580313422192,-5.97119749921226,-0.6588395063972804
Priority,28,2,3.1548150924023144,1.4471580313422192,-4.162811695463625,-1.0046086684286586
Bidir,28,2,3.3671428487872777,1.4471580313422192,-4.378190365966865,-0.774730826119681
Power,602,2,4.7100016507128,2.779596491257825,-5.627966706253263,0.6898040508638745
Priority,602,2,3.6738712147561854,2.151346273553993,-4.017671189190618,0.1590794618706037
Bidir,602,2,4.004612349509262,2.2700514371348963,-4.090990834904129,0.2812182626625283
Power,2046,2,5.226726115781954,3.3109056293761414,-5.956797305519212,1.3061555048804867
Priority,2046,2,3.719569503439952,2.208575708947575,-4.015523522163863,0.0852531435922238
Bidir,2046,2,3.99339654695532,2.2161659022859928,-4.280866087970556,0.4523312422752639
Power,2641,2,5.3311140985024,3.4217684012069243,-6.203099748569713,1.4666401452263609
Priority,2641,2,3.709617389962188,2.1977174910467943,-4.020394177878867,0.4243011836692854
Bidir,2641,2,3.9355269267222974,2.146883987969895,-4.6399412247196326,0.6445520352552608
Power,129,2,4.059193835613675,2.110589710299249,-5.613840304224328,-0.0036567829721891
Priority,129,2,3.54500604575574,1.9641704095008825,-3.9559596858207247,-0.4205136542035734
Bidir,129,2,3.808579558790465,1.973002966616264,-4.232914014200945,-0.2050311298422356
Power,59,2,3.723244513481169,1.7708520116421438,-5.733252032657227,-0.3403682258827105
Priority,59,2,3.370084637371403,1.73559889969818,-3.960605287402103,-0.7153377768659102
Bidir,59,2,3.636046356567568,1.7339992865383869,-4.235574268566163,-0.4265152353966142
Power,782,2,4.821523102026083,2.8932067530598484,-6.145734527107076,0.8882095926640226
Priority,782,2,3.699586487457942,2.1845458409798617,-3.9496361346760778,0.0050712612047567
Bidir,782,2,3.997097251449318,2.220242233054837,-4.096710694697058,0.0461806648677456
Power,121,2,4.021754203696089,2.0827853703164503,-6.038187878932386,-0.0318847009248513
Priority,121,2,3.5223464084170666,1.9420080530223127,-3.933965517488101,-0.4476101735027882
Bidir,121,2,3.76317832728305,1.9488474775526188,-4.189213628336777,-0.2512964530905421
Power,162,2,4.158487187134696,2.2095150145426308,-5.76942519933297,0.100008891688951
Priority,162,2,3.559796671334404,1.9930189548669488,-3.993396076662554,-0.4237230901743185
Bidir,162,2,3.867930696298622,2.054530241097724,-4.018609224231119,-0.1616861796525388
Power,1262,2,5.026155901770968,3.101059354908115,-5.756804853510829,1.1113679306462996
Priority,1262,2,3.7139523129215006,2.2060834344335287,-4.022719318025514,-0.0623617535929541
Bidir,1262,2,3.9636804205926697,2.1599429780471526,-4.205769112823453,0.1269905481736198
Power,858,2,4.865798150964079,2.9334872878487053,-5.936973940864549,0.95491996305889
Priority,858,2,3.6875358209690496,2.170487381537683,-3.973058470426335,-0.2589385188484736
Bidir,858,2,3.82719026866224,1.9853919253791208,-4.29774224756698,-0.0867587032600271
Power,627,2,4.734119256709526,2.797267540830717,-5.927473778539761,0.8371430236226414
Priority,627,2,3.665489586426601,2.1416507333234938,-3.970477832140335,0.027970838717658
Bidir,627,2,3.949232325748291,2.191264661970338,-4.327913552955431,0.22791661734723
Power,3021,2,5.385086317326452,3.48015072527328,-5.819013274643756,1.5102168835790089
Priority,3021,2,3.7143236250213993,2.208139731161582,-4.065572687318313,0.3958784937624391
Bidir,3021,2,3.975066239798049,2.215618221771858,-4.521547183443422,0.7108041367584899
Power,968,2,4.91176493655915,2.9858753573083936,-5.303239939046604,0.9723848352259512
Priority,968,2,3.6741283410073655,2.151346273553993,-4.015924407821364,-0.2271173793018515
Bidir,968,2,3.9118852635865697,2.0957503474808177,-4.269305712980791,0.0001139868444353
Power,270,2,4.387919256587927,2.431363764158988,-5.260111387612023,0.3490986427974298
Priority,270,2,3.6166551314291753,2.068381181957191,-4.012959454807482,-0.1450734801770919
Bidir,270,2,3.887232221821625,2.128127069096296,-4.337595354457536,0.1106311932912294
Power,630,2,4.730387998618402,2.7993405494535817,-5.999432649024138,0.7779793335315602
Priority,630,2,3.678102631982272,2.1542444529143285,-4.01432733672854,-0.2626444833645487
Bidir,630,2,3.9936645382635376,2.198304546564982,-4.316806369864887,0.0369131908673071
Power,269,2,4.369871785335319,2.429752280002408,-5.990674962428631,0.3209290279327464
Priority,269,2,3.63923477298532,2.102361479757022,-3.942402439764673,-0.3437922591844312
Bidir,269,2,3.841945336429604,1.9989701878096249,-4.285857350543115,-0.162857895369246
Power,405,2,4.545484535980827,2.6074550232146683,-5.750065137193373,0.77748132280492
Priority,405,2,3.6515381454113047,2.1225607617389586,-3.9893370573264986,-0.0174216781422611
Bidir,405,2,3.931708054585737,2.192097723573289,-4.275317339791841,0.1548688453926179
Power,247,2,4.342091231434752,2.392696953259666,-5.788914758631261,0.2775169668604642
Priority,247,2,3.6039661110549983,2.052662751198126,-3.9531428301180607,-0.3722774777164238
Bidir,247,2,3.905158223659198,2.0617173114365466,-4.299613453314604,-0.1221935780836632
Power,93,2,3.911820238380732,1.968482948553935,-5.376961519392993,-0.1313578953418281
Priority,93,2,3.488801319209016,1.8889902686586848,-3.996178354522893,-0.4962407954210801
Bidir,93,2,3.643671961763204,1.7698284559435074,-4.169753538972618,-0.3394973556045559
Power,673,2,4.763039220119614,2.828015064223977,-5.412032951165518,0.8377644494222816
Priority,673,2,3.6640148354010766,2.135988404327358,-3.967514576155292,-0.0250317324198685
Bidir,673,2,3.898443884551417,2.0782522735396127,-4.20107652801814,-0.0271098953243218
Power,197,2,4.241625891183864,2.294466226161593,-5.325595349404911,0.1885388178314917
Priority,197,2,3.584111086921623,2.029931921746243,-3.9269598108764456,-0.4076648742494485
Bidir,197,2,3.849284915916707,2.075152237909868,-4.338443039981174,-0.1717067937052876
Power,961,2,4.911841884215598,2.9827233876685453,-5.995452207323617,0.9688179985897428
Priority,961,2,3.698399479050928,2.1814771256144443,-3.958570583800505,0.0289434175633586
Bidir,961,2,3.794698913468774,1.8834430320904765,-4.394232412360223,-0.0813088499990048
Power,5774,2,5.6615927792725,3.7614767795447017,-5.671279595131652,1.886678564230697
Priority,5774,2,3.720661258534912,2.213391251174873,-4.042291539178412,1.1518800671705387
Bidir,5774,2,3.931116287067111,2.107775089417788,-4.503776818174907,1.444330106340768
Power,132,2,4.064170523109602,2.1205739312058496,-5.824648978727685,-0.0039209399521715
Priority,132,2,3.544520547951573,1.957361334203072,-3.963397132357948,-0.4297427592476186
Bidir,132,2,3.801014133343148,1.9771053923988289,-4.3462915815814895,-0.2014731994895993
Power,2035,2,5.22860590690894,3.308564413561238,-6.094764677039121,1.3781818885090358
Priority,2035,2,3.699085077127251,2.1883659260631485,-4.030552531092025,0.0840727236915024
Bidir,2035,2,3.952287409267881,2.226084115975824,-4.559425280563439,0.3401389664656961
Power,1155,2,4.983226421390079,3.062581984228163,-6.29136551266337,1.0623844959583215
Priority,1155,2,3.706090204469152,2.19534605834842,-3.9918200729052233,-0.1541632557447308
Bidir,1155,2,3.896457320133672,2.0952565504044207,-4.432017537857694,0.0367494813461012
Power,1907,2,5.199993439206292,3.2803506930460054,-5.932608211671984,1.2763912209615305
Priority,1907,2,3.7222471624796505,2.2114542802139208,-4.002403958798367,0.0602260904486621
Bidir,1907,2,4.04224070498682,2.327869568756625,-4.368808687101808,0.5820069717511342
Power,12,2,3.09420900541757,1.0791812460476249,-5.52686117682365,-1.0829077867804708
Priority,12,2,2.922379406594948,1.0791812460476249,-4.297194757603986,-1.2455413297040463
Bidir,12,2,3.1521863853540864,1.0791812460476249,-4.545848841023423,-1.0797025916155245
Power,504,2,4.634123124625494,2.702430536445525,-5.848304230287102,0.5985232740664368
Priority,504,2,3.677892578828719,2.1488947702341035,-3.965978028329806,-0.2867909727646566
Bidir,504,2,4.052077016752087,2.244732731390399,-4.155582188016142,0.0761308728481506
Power,202,2,4.236942172717076,2.3053513694466234,-5.989761688000712,0.1912079837774394
Priority,202,2,3.6188562549084087,2.064559164412444,-3.892729147075127,-0.3723467811697633
Bidir,202,2,3.845476834436506,2.0692880054455154,-4.1915146980467055,-0.165593946128602
Power,1123,2,4.972099924322157,3.050379756261458,-5.950735669860138,1.080083590222806
Priority,1123,2,3.6927962633155738,2.1766699326681493,-3.972252175824468,0.0587905580153076
Bidir,1123,2,4.035528794061573,2.247973266361807,-4.206644636844361,0.3462838520154965
Power,703,2,4.7744248754289975,2.846955325019824,-5.6470496842587545,0.8800821012649729
Priority,703,2,3.689873250409608,2.172962000665538,-4.0095492710393,-0.2469310142347043
Bidir,703,2,3.9622685314155226,2.221313904127695,-4.451130049040737,-0.001151275785987
Power,876,2,4.868872819553293,2.942504106168081,-5.711166833317769,0.96079420026588
Priority,876,2,3.696181587168524,2.17927183406865,-3.98060545152306,-0.227012933558283
Bidir,876,2,3.989445253808308,2.2502322804637824,-4.382183117088197,0.0893415750600639
Power,390,1,3.226084115975824,1.5314789170422551,-5.133572892835319,0.0533797597284137
Priority,390,1,2.6805978909758013,0.9360902470948688,-4.032279706616034,-0.3658729078887115
Bidir,390,1,2.798087016163932,1.041392685158225,-inf,-0.497250539300785
Power,1575,1,3.226084115975824,1.5314789170422554,-5.190930779483558,-0.1548037227534241
Priority,1575,1,2.691501431347839,0.9673139182870836,-4.118296400918962,-0.4030023036244494
Bidir,1575,1,2.883831713329452,1.0413926851582254,-inf,0.0515283391028081
Power,493,1,3.226084115975824,1.5314789170422551,-5.161060089849303,-0.3914465317334158
Priority,493,1,2.691058214916376,0.9630418303423698,-4.020232130685328,-0.6523423233187787
Bidir,493,1,2.6775109017454466,0.8467276647477648,-5.107110334378606,-0.7323244116736923
Power,8,1,2.829303772831025,0.9030899869919436,-5.4052688371424695,-1.3857600427604169
Priority,8,1,2.690639011715968,0.9030899869919436,-4.46617719840028,-1.4983480900657593
Bidir,8,1,2.8817411911325257,0.9030899869919436,-4.604474669851103,-1.286468435441818
Power,1641,1,3.226084115975824,1.5314789170422554,-5.181738850092033,-0.0299840509873662
Priority,1641,1,2.697033081033743,0.9708116108725175,-4.072922352025279,-0.1120079424489737
Bidir,1641,1,2.7813963051967905,0.9542425094393244,-inf,0.0781937999079619
Power,882,1,3.226084115975824,1.5314789170422551,-5.161521666733086,-0.4164157251760513
Priority,882,1,2.696154688374306,0.9616036090856938,-4.019994022115925,-0.6172747382878314
Bidir,882,1,2.728228877078779,0.7781512503836439,-inf,-0.4310105126243551
Power,462,1,3.226084115975824,1.5314789170422551,-5.203941740562458,-0.3777687717930504
Priority,462,1,2.708577430856142,0.9848824676352792,-4.040240611065387,-0.76670606635542
Bidir,462,1,2.823680104728507,1.0000000000000002,-4.713266373768813,-0.5874920228532888
Power,104,1,3.226084115975824,1.5314789170422547,-5.234357511916788,-0.40797285457714
Priority,104,1,2.6752435432296338,0.9447567614504642,-4.022134569259331,-0.911508406883216
Bidir,104,1,2.7470879733461016,0.7861201800549191,-4.509116097464754,-0.7624728790492126
Power,451,1,3.226084115975824,1.5314789170422551,-5.218193544674951,-0.4045263208388484
Priority,451,1,2.6893088591236203,0.9555105234259602,-4.013097572727333,-0.7432359899194085
Bidir,451,1,2.821616944164734,0.95551052342596,-4.9025717970407205,-0.6819666499885686
Power,948,1,3.226084115975824,1.5314789170422551,-5.199081535636845,-0.2987831174495497
Priority,948,1,2.7045464698973767,0.9747832116470184,-4.032973777401211,-0.4894340565390177
Bidir,948,1,2.813478342743582,0.9542425094393248,-inf,-0.3428901015163052
Power,1177,1,3.226084115975824,1.5314789170422554,-5.115924095343478,-0.2175062274270925
Priority,1177,1,2.694341910364181,0.964966374831098,-4.050510912137458,-0.3871885257243037
Bidir,1177,1,2.79408702797906,1.0021660617565078,-4.600186612435635,-0.1504323882171109
Power,755,1,3.226084115975824,1.5314789170422551,-5.153620847041331,-0.4132036042136473
Priority,755,1,2.697832669296067,0.9676439635066664,-4.100290612824967,-0.6237604973296474
Bidir,755,1,2.815271151430557,0.9554780564516318,-4.526058407062785,-0.4340815273843195
Power,1842,1,3.226084115975824,1.5314789170422554,-5.161778526603362,0.0763583037406505
Priority,1842,1,2.683947130751512,0.9614210940664484,-4.061700095477033,0.0215836517148023
Bidir,1842,1,2.8068749673508395,1.0,-inf,0.2537438573829433
Power,617,1,3.226084115975824,1.5314789170422551,-5.180902966404608,-0.3884302212734388
Priority,617,1,2.70770116523538,0.9887189895903108,-4.06290441442284,-0.6972297134469421
Bidir,617,1,2.693388686984353,0.7781512503836439,-inf,-0.5752101861283954
Power,414,1,3.226084115975824,1.5314789170422551,-5.163206176995487,-0.5012047895543978
Priority,414,1,2.7041956876216697,0.9777236052888476,-4.027761588100129,-0.8921909505967518
Bidir,414,1,2.8319370963209254,1.0011413790588095,-4.67501436501937,-0.8394247100232898
Power,568,1,3.226084115975824,1.5314789170422551,-5.228409156126056,-0.6961574571463036
Priority,568,1,2.701235777832582,0.9771371170404956,-4.010134645960903,-0.9598728062405548
Bidir,568,1,2.756226368829604,0.9542425094393248,-inf,-0.8281732521544488
Power,2206,1,3.226084115975824,1.531478917042255,-5.1478710558822165,0.0151083244919352
Priority,2206,1,2.7136339388346533,0.9978763063701444,-4.101642982103958,0.1253211627943717
Bidir,2206,1,2.8316981379658768,0.954242509439325,-inf,0.4743468236976639
Power,713,1,3.226084115975824,1.5314789170422551,-5.176019872348969,-0.6674475893504377
Priority,713,1,2.6922366216770506,0.960385390946376,-4.021596065265883,-0.8690385498298259
Bidir,713,1,2.8536046239120254,0.9542425094393248,-4.410566472312616,-0.5303488404470588
Power,517,1,3.226084115975824,1.5314789170422551,-5.187939197230503,-0.4736619996531374
Priority,517,1,2.698769514458532,0.9759617591325612,-4.011807876685379,-0.7519780695743439
Bidir,517,1,2.934148699505536,1.1147991052574202,-4.830199738715669,-0.6228471258783693
Power,695,1,3.226084115975824,1.5314789170422551,-5.12480475230872,-0.4510618573275156
Priority,695,1,2.682353387744955,0.954242509439325,-4.024434973864588,-0.7149272417999357
Bidir,695,1,2.775918368951352,0.9044797305199496,-4.812971716741892,-0.5046860183413836
Power,452,1,3.226084115975824,1.5314789170422551,-5.172351265825242,-0.3866191914498999
Priority,452,1,2.68266749311362,0.95677484595472,-4.020597883655256,-0.7382157420482852
Bidir,452,1,2.72734859403897,0.8467276647477648,-4.701988208131111,-0.6721864901804284
Power,291,1,3.226084115975824,1.5314789170422551,-5.168171048904036,-0.3870988868352868
Priority,291,1,2.710184195069924,0.9801230284193024,-4.031001039236241,-0.7576270344742555
Bidir,291,1,2.7792356316758635,0.9045162427299754,-4.654204245363219,-0.6891943826454686
Power,486,1,3.226084115975824,1.5314789170422551,-5.13686076114045,-0.4388330973649595
Priority,486,1,2.68607151693056,0.950416101586272,-4.0326863189418445,-0.6609180731926281
Bidir,486,1,2.8088148752089546,0.9542425094393244,-inf,-0.6015595416086608
Power,154,1,3.226084115975824,1.5314789170422551,-5.1603431413012135,-0.4268122600018105
Priority,154,1,2.6911771043159693,0.9542425094393248,-4.0651985703583104,-0.6795632619736107
Bidir,154,1,2.8609366207000937,1.0445821326527402,-4.596228282746647,-0.6399573057260477
Power,116,1,3.226084115975824,1.5314789170422547,-5.176530209434094,-0.481826733815318
Priority,116,1,2.700198765444031,0.9815165943059868,-4.021183620427001,-0.7752155787034711
Bidir,116,1,2.7789948919347194,0.8502376796666682,-4.147222940649435,-0.6600940679134626
Power,225,1,3.226084115975824,1.5314789170422551,-5.117008838459613,-0.4569969221600714
Priority,225,1,2.676965344755084,0.9436816369118792,-4.024662231955886,-0.8205994179757635
Bidir,225,1,2.845383004657414,1.0424584390228846,-4.838858518207716,-0.8396501196036139
Power,1006,1,3.226084115975824,1.5314789170422551,-5.127230764949515,-0.5715320893935212
Priority,1006,1,2.706980235574481,0.9841232379011616,-4.010478317556516,-0.7086204895304599
Bidir,1006,1,2.8237249620921685,1.0424038485530875,-4.7336789491084,-0.3244476122537977
Power,931,1,3.226084115975824,1.5314789170422551,-5.20684073025007,-0.2900709826709803
Priority,931,1,2.7097264609613,0.9852767431792936,-4.024591534221148,-0.5306611110731978
Bidir,931,1,2.7898517904341986,1.0011121503693672,-4.812513917746871,-0.2941712315102073
Power,288,1,3.226084115975824,1.5314789170422551,-5.1342076282015405,-0.4439787233862134
Priority,288,1,2.7048726861717056,0.9728846194953832,-4.039504296576422,-0.7006760262543605
Bidir,288,1,2.782133022051833,1.0000000000000002,-inf,-0.6099432871543167
Power,26,1,3.2038484637462346,1.414973347970818,-5.570606345973293,-0.6456935458146585
Priority,26,1,2.731836614805053,1.0082725259659902,-4.133490310879036,-1.1126997089450883
Bidir,26,1,2.825126397616588,1.0115379133937574,-4.282595709885582,-1.2066921593525088
Power,343,1,3.226084115975824,1.5314789170422551,-5.205888452740141,-0.7866480106959839
Priority,343,1,2.699426915984585,0.9801230284193022,-4.05069936777294,-0.964571200868737
Bidir,343,1,2.7882614295918664,0.95551052342596,-4.695254591026512,-0.7910454093129851
Power,1077,1,3.226084115975824,1.5314789170422554,-5.112783154732999,-0.532876977745149
Priority,1077,1,2.6989265727162115,0.9731278535996986,-4.075851382661717,-0.6857964546315539
Bidir,1077,1,2.8126794427855235,0.9030899869919438,-inf,-0.5055049889432333
Power,1634,1,3.226084115975824,1.5314789170422554,-5.365801634694246,-0.2872533600203165
Priority,1634,1,2.6938148538894167,0.9578466337081502,-4.005784337642134,-0.378078265801017
Bidir,1634,1,2.844290743254343,1.0,-inf,-0.049843347495444
Power,1146,1,3.226084115975824,1.5314789170422554,-5.151170688673196,-0.2358701393939663
Priority,1146,1,2.689907931996164,0.9602328731285124,-4.044342179233254,-0.4231191857789814
Bidir,1146,1,2.8468472012708146,1.0413926851582254,-inf,-0.1706921161131675
Power,1360,1,3.226084115975824,1.5314789170422554,-5.188659318947264,-0.1547806530934787
Priority,1360,1,2.705521613422667,0.9788649843476568,-4.040771565228992,-0.2941094714961281
Bidir,1360,1,2.779343921037328,1.00108438129222,-4.562248698970951,-0.1051301638666728
Power,439,1,3.226084115975824,1.5314789170422551,-5.150213284073425,-0.4766420075661411
Priority,439,1,2.701613425231946,0.9740994300270642,-4.033398918716924,-0.794420330103848
Bidir,439,1,2.814212536641536,1.0011413790588095,-4.438845591040662,-0.6597992464469186
Power,236,1,3.226084115975824,1.5314789170422551,-5.132905040301576,-0.5337360647125514
Priority,236,1,2.702919331637138,0.9670923959757756,-4.017438489796794,-0.8051454370795758
Bidir,236,1,2.870862413794055,1.0011721855480509,-4.546109491251251,-0.698111852761546
Power,2755,1,3.226084115975824,1.531478917042255,-5.117887992046736,0.4480626462883927
Priority,2755,1,2.685392153046815,0.9554178673472598,-4.070104006092228,0.4158876172041608
Bidir,2755,1,2.7264687773129643,0.7781512503836439,-inf,0.6623520112613553
Power,470,1,3.226084115975824,1.5314789170422551,-5.144566003255656,-0.7451468889525179
Priority,470,1,2.694535927941811,0.9789249739163556,-4.015883612694979,-0.9829423843239088
Bidir,470,1,2.8005362051458307,1.0011413790588095,-4.706209437753399,-0.7939014331241464
Power,166,1,3.226084115975824,1.5314789170422551,-5.203636438195046,-0.7146512623336406
Priority,166,1,2.6691157601078013,0.9328575381507564,-4.0219051662502565,-1.0620897827010698
Bidir,166,1,2.780492466198546,0.904554725250217,-4.341778282791006,-0.9308987562790494
Power,745,1,3.226084115975824,1.5314789170422551,-5.1706087022887175,-0.637442768692401
Priority,745,1,2.7026293437192663,0.9759617591325612,-4.080386370758869,-0.8655304565013537
Bidir,745,1,2.719203759605948,0.7800032552452373,-4.786665336914226,-0.7041912984735571
Power,35,1,3.226084115975824,1.5314789170422551,-5.478831425519696,-0.8829570541041176
Priority,35,1,2.7290721797165363,1.0037066610375471,-4.058064269298312,-1.3157268888724722
Bidir,35,1,2.835817354293473,1.0110264042280437,-4.53754204815868,-1.159573571583053
Power,209,1,3.226084115975824,1.5314789170422551,-5.194953217648595,-0.8073950406779657
Priority,209,1,2.714488348201223,0.9952793613274156,-4.029477493337681,-0.992408020612121
Bidir,209,1,2.8104323397826074,0.9045547252502172,-4.597716117611414,-0.9045195861200168
Power,162,1,3.226084115975824,1.5314789170422551,-5.1780167680170335,-0.7350938000326093
Priority,162,1,2.6997674346181,0.9746237028921848,-4.04112638338443,-1.038970417084952
Bidir,162,1,2.802015196748896,1.0,-4.264959989953401,-0.8966119644227554
Power,348,1,3.226084115975824,1.5314789170422551,-5.272194140279316,-0.6851846417388889
